property_name,property_id,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathroom,bedroom
3bhk semi furnished flat for rent at Thondayad bypass,1616812515,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '3bhk semi furnished flat for rent at Thondayad bypass']","{'amount': '28,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/jwdn95hkmmwn1-IN/image;s=850x0,3bhk semi furnished flat for rent at Thondayad bypass,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,3,3
House for rent,1775076036,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Eranhipalam', 'House for rent']","{'amount': '23,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/79jkl3noltbx1-IN/image;s=850x0,"3 bedroom house for rent in jawahar nagar, Eranhipalam calicut.",Sreejesh User,"Eranhipalam, Kozhikode, Kerala",Houses & Villas,4,3
1 BHK FURNISHED FLAT FOR RENT NEAR THONDAYAD BYEPASS,1775009403,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1 BHK FURNISHED FLAT FOR RENT NEAR THONDAYAD BYEPASS']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/yjacb7i8l5xz1-IN/image;s=850x0,"1 BHK FURNISHED FLAT FOR RENT NEAR CYBER PARK AND HILITE MALL, CALICUT ",EK properties,"Thondayad, Kozhikode, Kerala",Builder Floors,1,1
West hill beach view 3BHK rent 25000,1772820919,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in West Hill', 'West hill beach view 3BHK rent 25000']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/4i3m14wrl3g7-IN/image;s=850x0,"This apartment is in west hill beach.its 3BHK apartment with two bathrooms.Its having area of 1500.Its in second floor of the 9 floor building.Monthly maintenance is 3600 .It's in semi furnished apartment with two beds , dining table and wardrobes.The expected monthly rent is 25000.",Seashore Realtors,"West Hill, Kozhikode, Kerala",Apartments,2,3
22k 20k 16k 15k 10k 8k,1774572807,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Olavanna', 'For Rent: Houses & Apartments in Mankavu Chalil', '22k 20k 16k 15k 10k 8k']","{'amount': '22,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qz60wmi5ed493-IN/image;s=850x0,Mini bipas road aster mims,Fadhil,"Mankavu Chalil, Olavanna, Kerala",Houses & Villas,3,3
2 BHK PREMIUM UNFURNISHED FLAT FOR RENT NEAR KARAPARAMB,1775080713,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', '2 BHK PREMIUM UNFURNISHED FLAT FOR RENT NEAR KARAPARAMB']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/b6kbzu3gl616-IN/image;s=850x0,Branded flat for rent & sale available in Calicut,PROPERTY HUB,"Karaparamba, Kozhikode, Kerala",Apartments,2,2
House for rent,1775342214,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparambu', 'House for rent']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/96y067ojer6i2-IN/image;s=850x0,Kozhikode near Meitra hospital,CityDeals,"Karaparambu, Kozhikode, Kerala",Houses & Villas,4,4
SEMI FURNISHED 2BHK VILLA FIRST FLOOR NEAR MIMS HOSPITAL,1771138474,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Govindapuram', 'SEMI FURNISHED 2BHK VILLA FIRST FLOOR NEAR MIMS HOSPITAL']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/q03576zddlw23-IN/image;s=850x0,SEMI FURNISHED 2BHK VILLA FIRST FLOOR NEAR MIMS HOSPITAL,GREENVILLA,"Govindapuram, Kozhikode, Kerala",Houses & Villas,2,2
Ground floor 2Bhk Flat Rent car parking at karaparmba,1773782721,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', 'Ground floor 2Bhk Flat Rent car parking at karaparmba']","{'amount': '18,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/8ef49i1civvd2-IN/image;s=850x0,2 bhk Flat Gound Floor Rent kozhikode -karaparamba.  car parking.,Marvelous,"Karaparamba, Kozhikode, Kerala",Apartments,2,2
Two-Story House for Rent - Spacious Ground Floor Available!,1774514111,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba Housing Colony', 'Two-Story House for Rent - Spacious Ground Floor Available!']","{'amount': '14,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/zh7jka1awmqd2-IN/image;s=850x0,"We are pleased to offer the ground floor of our two-story house for rent. This beautifully maintained property is perfect for families and working women, offering a convenient and comfortable living experience.",Divya A V,"Malaparamba Housing Colony, Kozhikode, Kerala",Houses & Villas,2,2
Thondayad near star care hospital,1774202686,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Thondayad near star care hospital']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/25cmu2gnt1zo3-IN/image;s=850x0,Adv 30000,Manu,"Thondayad, Kozhikode, Kerala",Houses & Villas,1,2
2BHK neat independent house near St Mary's School Chevarambalam 12 K,1774753651,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevarambalam', ""2BHK neat independent house near St Mary's School Chevarambalam 12 K""]","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/7hrvkggapu701-IN/image;s=850x0,Well water ,Pro Rent Buy n Sell,"Chevarambalam, Kozhikode, Kerala",Houses & Villas,2,2
4bhk INDIVIDUAL HOME NEAR MES SCHOOL,1772260453,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Pavangad', '4bhk INDIVIDUAL HOME NEAR MES SCHOOL']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dkd05nixr7io2-IN/image;s=850x0,4bhk INDIVIDUAL HOME FOR RENT IN PAVANGAD BUS BAY- PUTHYIYANGADI KOZHIKODE CORPORATION ,Sani,"Pavangad, Kozhikode, Kerala",Houses & Villas,4,4
Newly furnished luxury studio flat for rent at landmark world,1706063540,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Newly furnished luxury studio flat for rent at landmark world']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/1e374otacdzt3-IN/image;s=850x0,Newly furnished luxury studio flat for rent at landmark world.,PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Apartments,1,1
Furnished Flat Near KMCT/NITC/Omasseri,1775503528,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Thazhecode', 'For Rent: Houses & Apartments in Malayamma', 'Furnished Flat Near KMCT/NITC/Omasseri']","{'amount': '9,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/wbh2lzu1lcqx2-IN/image;s=850x0,Ten Newly Built 2 BHK Flats,Prithviraj,"Malayamma, Thazhecode, Kerala",Apartments,1,2
Pg for girls palazhi pantherankave kozhikode,1775032409,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Reshmi Square', 'Pg for girls palazhi pantherankave kozhikode']","{'amount': '3,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ibj1y7kdjf5m3-IN/image;s=850x0,For rent pg for girls,Sreneesh,"Reshmi Square, Kozhikode, Kerala",Houses & Villas,4+,4+
വെള്ളിമാട്കുന്നിൽ 4ബെഡ്‌റൂം വീട് വാടകക്ക്,1770413141,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Paroppadi', 'വെള്ളിമാട്കുന്നിൽ 4ബെഡ്\u200cറൂം വീട് വാടകക്ക്']","{'amount': '18,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/2bvxb9iyrvm73-IN/image;s=850x0,വെള്ളിമാട്ക്കുന്നു പാറോപ്പടി ഇരിങ്ങാടൻ പള്ളി ഏരിയയിൽ 18000വാടകക്ക് വീടുകൾ ആവശ്യം ഉള്ളവർ വിളിക്കുക,Vijesh K,"Paroppadi, Kozhikode, Kerala",Houses & Villas,4,4
Rented house.,1774608389,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in East Nadakkavu', 'Rented house.']","{'amount': '13,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/20zslf1ck67c3-IN/image;s=850x0,"Good location, residential area.",Nisar,"East Nadakkavu, Kozhikode, Kerala",Houses & Villas,2,2
Upstair House for rent near Thondayad,1774834002,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Upstair House for rent near Thondayad']","{'amount': '60,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ufl2dliav2ll1-IN/image;s=850x0,"Upstair House for rent near Thondayad. Batchilors, family, office allowed. Well water. Rent 60000/- adv 200000/-",Arun,"Thondayad, Kozhikode, Kerala",Houses & Villas,4+,4+
"Fully furnished ,ground floor,near by Pumkunnam junction",1773315258,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Thrissur', 'For Rent: Houses & Apartments in Punkunnam', 'Fully furnished ,ground floor,near by Pumkunnam junction']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/zf2d9al26j6c1-IN/image;s=850x0,"MRG Sangeetha Apartment B1, ground floor,Fully furnished,near pumkunnam junction ,opposite Damro Furniture,full time security,",Dr. Ajit S,"Punkunnam, Thrissur, Kerala",Apartments,2,2
House for Rent,1774508663,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Eranjipalam', 'House for Rent']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qsu5wievqwsq1-IN/image;s=850x0,"kozhikode Karaparamba, ",CityDeals,"Eranjipalam, Kozhikode, Kerala",Houses & Villas,2,2
House for rent,1775342248,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparambu', 'House for rent']","{'amount': '17,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/29de0himomro1-IN/image;s=850x0,kozhikode KARAPARAMBA,CityDeals,"Karaparambu, Kozhikode, Kerala",Houses & Villas,3,3
3 Bhk House For Sale At Paroppadi,1761361508,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Paroppadi', '3 Bhk House For Sale At Paroppadi']","{'amount': '88,00,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/al1252k3kjuf3-IN/image;s=850x0,"3 Bhk House For Sale At Paroppadi, Calicut ",Endless properties,"Paroppadi, Kozhikode, Kerala",Houses & Villas,2,3
2BHK FIRST floor Rent at Malaparamba Housing colony,1770533967,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Madaparamba', '2BHK FIRST floor Rent at Malaparamba Housing colony']","{'amount': '11,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/jizhvcmub1qy1-IN/image;s=850x0,2 BHK house RENT FIRST FLOOR suitable for a small family occupancy ,Aby John,"Madaparamba, Kozhikode, Kerala",Houses & Villas,2,2
1200 squre feet 2 BHK with parking 800 meters from cmc,1708408111,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Medical College', '1200 squre feet 2 BHK with parking 800 meters from cmc']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/mha3n822a2981-IN/image;s=850x0,24 survillance with security system,Major Prageeth Nair,"Calicut Medical College, Kozhikode, Kerala",Houses & Villas,2,2
പണയത്തിന് രണ്ട് വീടുണ്ട്,1775146602,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', 'പണയത്തിന് രണ്ട് വീടുണ്ട്']","{'amount': '7,50,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/g18gpljra5hv-IN/image;s=850x0,വീട് പണയത്തിന് കൊടുക്കാനുണ്ട് മങ്കാവ് കടുപ്പിനി പാലം കടന്ന ഉടനെ ഒന്ന് ,Junana Cherikkal,"Mankavu, Kozhikode, Kerala",Houses & Villas,1,2
Furnished house ground floor for rent,1771995316,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Thrissur', 'For Rent: Houses & Apartments in East Fort', 'Furnished house ground floor for rent']","{'amount': '19,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/sf9ss2vc3maq3-IN/image;s=850x0,"Furnished house at Paravatani centre , 2km to Thrissur town, 3KM to Mannuthy highway.",Don,"East Fort, Thrissur, Kerala",Houses & Villas,2,2
2 bhk furnished house for rent near chevarambalam,1774716255,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevarambalam', '2 bhk furnished house for rent near chevarambalam']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/g8uvl1m8s6252-IN/image;s=850x0,2 bhk furnished house for rent near chevarambalam,Jothish,"Chevarambalam, Kozhikode, Kerala",Houses & Villas,1,2
BACHELOR'S ALLOWED APPARTMENT FOR RENT NEAR MIMS HOSPITAL CALICUT,1755588979,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Govindapuram', ""BACHELOR'S ALLOWED APPARTMENT FOR RENT NEAR MIMS HOSPITAL CALICUT""]","{'amount': '18,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/zxx4t9s6i8172-IN/image;s=850x0,BACHELOR'S ALLOWED APPARTMENT FOR RENT NEAR MIMS HOSPITAL CALICUT,HEAVEN REAL ESTATE AGENT,"Govindapuram, Kozhikode, Kerala",Apartments,2,2
2 BHK semi furnished house in Puthiyara,1774641150,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Puthiyara', '2 BHK semi furnished house in Puthiyara']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ndoumwr5lemq-IN/image;s=850x0,2 BHK house available for rent. ,Shreyas,"Puthiyara, Kozhikode, Kerala",Houses & Villas,2,2
1BHK upstairs portion near Chevarambalam bypass 10K,1774888636,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevarambalam', '1BHK upstairs portion near Chevarambalam bypass 10K']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/bgxw1v9p68ab1-IN/image;s=850x0,Family only ,Pro Rent Buy n Sell,"Chevarambalam, Kozhikode, Kerala",Houses & Villas,1,1
Full furnished flat,1775039726,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparambu', 'Full furnished flat']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/gfr21ujjyaad3-IN/image;s=850x0,Kozhikode Civilstation,CityDeals,"Karaparambu, Kozhikode, Kerala",Apartments,3,3
Branded new2bhk apartment for rent at chevayur,1775456726,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayur', 'Branded new2bhk apartment for rent at chevayur']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ss3zhd0dsrrb-IN/image;s=850x0,"Newly built apartment.Two bed rooms.semi furnished.Reserve car parking,security etc.Rent Rs.30000",All Rentals,"Chevayur, Kozhikode, Kerala",Apartments,0,2
House for rent near mankavu,1774699232,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', 'House for rent near mankavu']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/56eeczp0z7212-IN/image;s=850x0,House for rent near mankavu,OLX User,"Mankavu, Kozhikode, Kerala",Houses & Villas,2,2
"Branded 4BHK Semi-Furnished Flat For Rent at  Kottooli , Calicut (sr)",1775166177,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Koottuli', 'Branded 4BHK Semi-Furnished Flat For Rent at  Kottooli , Calicut (sr)']","{'amount': '40,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/hb0n1cnm8g8o-IN/image;s=850x0,Are you looking for a Flat ?,Big Deals,"Koottuli, Kozhikode, Kerala",Apartments,4,4
2 BHK SEMI FURNISHED FLAT FOR RENT AT ASHOKAPURAM,1765419648,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Ashokapuram', '2 BHK SEMI FURNISHED FLAT FOR RENT AT ASHOKAPURAM']","{'amount': '27,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/kt5uqkitxlbm-IN/image;s=850x0,Sea View 2 BHK Semi-Furnished Flat for Rent in Ashokapuram,Endless properties,"Ashokapuram, Kozhikode, Kerala",Apartments,2,2
House for rent facing pooladikunnu NH calicut,1742688943,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba', 'House for rent facing pooladikunnu NH calicut']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/8sqzgygu45j41-IN/image;s=850x0,House for rent facing pooladikunnu NH calicut,Olx User,"Malaparamba, Kozhikode, Kerala",Houses & Villas,2,3
"House for lease near Cyberpark,Hilite mall",1775322734,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Poovangal', 'House for lease near Cyberpark,Hilite mall']","{'amount': '20,00,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/htx3ij6ilndk-IN/image;s=850x0,Nice area near Bypass Road.,OLX User,"Poovangal, Kozhikode, Kerala",Houses & Villas,3,4
"Apartment for rent, near Kendria Vidyalaya, East  Hill Jn, Kozhikode",1775369840,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Civil Station', 'Apartment for rent, near Kendria Vidyalaya, East  Hill Jn, Kozhikode']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/d02umyfgsuuj3-IN/image;s=850x0,Group floor apt for rent.,KP Ramesh,"Calicut Civil Station, Kozhikode, Kerala",Apartments,2,2
House up stair for rent,1774607232,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparambu', 'House up stair for rent']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/otso9wsqgruj2-IN/image;s=850x0,Kozhikode Karaparamba,CityDeals,"Karaparambu, Kozhikode, Kerala",Houses & Villas,3,3
Appartment for rent at Chungam,1774923160,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Thrissur', 'For Rent: Houses & Apartments in Ayyanthole', 'Appartment for rent at Chungam']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ca9pttfrk17m2-IN/image;s=850x0,Appart rental,Nazar Kesavath,"Ayyanthole, Thrissur, Kerala",Apartments,4,2
Studio Flat-Furnished-West Nada-Guruvayur,1773606777,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Guruvayur', 'For Rent: Houses & Apartments in West Nada', 'Studio Flat-Furnished-West Nada-Guruvayur']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/7axbc42uif4k1-IN/image;s=850x0,Fully furnished studio flat with covered car parking for rent at 300 mts from Guruvayur Temple West Nada and similar distance from the KSRTC stand and  diagonally opposite to Axis Bank and Punjab National Bank. Near to super market and hospital.,Anil Kumar Das,"West Nada, Guruvayur, Kerala",Apartments,0,1
2 BHK for Rent,1775197123,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayoor', '2 BHK for Rent']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qkc2sgxbwdef3-IN/image;s=850x0,2BHK( UPSTAIRS),SPS,"Chevayoor, Kozhikode, Kerala",Houses & Villas,2,2
